[3.0089999994635583, 0.02249999865889554, 4.256499980688099, -134.95950396251945, -115.13200452182097, -108.23000442354042, -120.43950437561337, -107.4885045132877, -116.40500430952476, 5.0, -310.70500054890545]
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, 1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0), (0.0, 1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, -1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, -1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, 1.0)):-1.5499999523162842
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0), (1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, -1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 0.0, -1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 0.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, -1.0, 0.0)):-1.5499999523162842
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0), (-1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, -1.0, 1.0)):-2.5
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, -1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0), (1.0, 0.0, 0.0, 1.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 0.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, -1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 1.0, -1.0, -1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, -1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (0.0, -1.0, 0.0, 1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 1.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 1.0, 0.0)):-1.0499999523162842
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (1.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, 1.0, -1.0)):-0.550000011920929
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0), (1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0), (0.0, 0.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0), (1.0, 1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (0.0, 1.0, 0.0, -1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0), (1.0, -1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (1.0, 1.0, -1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (0.0, 0.0, -1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, 1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (1.0, 1.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (0.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0), (1.0, -1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 1.0, -1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, -1.0, 0.0)):-1.0499999523162842
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 1.0, 0.0)):-0.5499999523162842
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (0.0, -1.0, -1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 1.0, 1.0)):-1.5499999523162842
((0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 0.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 1.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (0.0, 1.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (1.0, 1.0, 1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, 1.0, 1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, -1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0), (1.0, 0.0, -1.0, -1.0)):0.0
((0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0), (-1.0, -1.0, 1.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 0.0, -1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, 0.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 1.0, 1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (0.0, 1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (1.0, 1.0, -1.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (1.0, -1.0, 0.0, 0.0)):-0.5499999523162842
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (0.0, 1.0, -1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, -1.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 0.0)):0.0
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 0.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, -1.0, 0.0, 1.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, 1.0, -1.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, 1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, -1.0, -1.0)):0.0
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, -1.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 1.0, -1.0, 0.0)):0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (0.0, 1.0, 1.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (1.0, 1.0, 0.0, -1.0)):-0.45000001788139343
((0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0), (0.0, 1.0, 1.0, 1.0)):-1.5
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0), (1.0, 0.0, 0.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0), (-1.0, 1.0, 0.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, -1.0, 1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (0.0, 0.0, -1.0, 0.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (1.0, 0.0, 0.0, -1.0)):-0.04999999701976776
((0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0), (-1.0, 0.0, 0.0, -1.0)):0.0
